id,rank,title,fullTitle,year,image,crew,imDbRating,imDbRatingCount
tt0057115,150,The Great Escape,The Great Escape (1963),1963,"https://m.media-amazon.com/images/M/MV5BNzA2NmYxMWUtNzBlMC00MWM2LTkwNmQtYTFlZjQwODNhOWE0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX128_CR0,3,128,176_AL_.jpg","John Sturges (dir.), Steve McQueen, James Garner",8.1,244617
tt0266697,151,Kill Bill: Vol. 1,Kill Bill: Vol. 1 (2003),2003,"https://m.media-amazon.com/images/M/MV5BNzM3NDFhYTAtYmU5Mi00NGRmLTljYjgtMDkyODQ4MjNkMGY2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX128_CR0,3,128,176_AL_.jpg","Quentin Tarantino (dir.), Uma Thurman, David Carradine",8.1,1108659
tt0477348,152,No Country for Old Men,No Country for Old Men (2007),2007,"https://m.media-amazon.com/images/M/MV5BMjA5Njk3MjM4OV5BMl5BanBnXkFtZTcwMTc5MTE1MQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Ethan Coen (dir.), Tommy Lee Jones, Javier Bardem",8.1,965987
tt0266543,153,Finding Nemo,Finding Nemo (2003),2003,"https://m.media-amazon.com/images/M/MV5BZTAzNWZlNmUtZDEzYi00ZjA5LWIwYjEtZGM1NWE1MjE4YWRhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX128_CR0,3,128,176_AL_.jpg","Andrew Stanton (dir.), Albert Brooks, Ellen DeGeneres",8.1,1038387
tt0084787,154,The Thing,The Thing (1982),1982,"https://m.media-amazon.com/images/M/MV5BNGViZWZmM2EtNGYzZi00ZDAyLTk3ODMtNzIyZTBjN2Y1NmM1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","John Carpenter (dir.), Kurt Russell, Wilford Brimley",8.1,423502
tt0080678,155,The Elephant Man,The Elephant Man (1980),1980,"https://m.media-amazon.com/images/M/MV5BMDVjNjIwOGItNDE3Ny00OThjLWE0NzQtZTU3YjMzZTZjMzhkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX128_CR0,3,128,176_AL_.jpg","David Lynch (dir.), Anthony Hopkins, John Hurt",8.1,241179
tt0071315,156,Chinatown,Chinatown (1974),1974,"https://m.media-amazon.com/images/M/MV5BMjJkMDZhYzItZTFhMi00ZGI4LThlNTAtZDNlYmEwNjFkNDYzXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX128_CR0,3,128,176_AL_.jpg","Roman Polanski (dir.), Jack Nicholson, Faye Dunaway",8.1,326405
tt0081398,157,Raging Bull,Raging Bull (1980),1980,"https://m.media-amazon.com/images/M/MV5BYjRmODkzNDItMTNhNi00YjJlLTg0ZjAtODlhZTM0YzgzYThlXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_UX128_CR0,3,128,176_AL_.jpg","Martin Scorsese (dir.), Robert De Niro, Cathy Moriarty",8.1,353516
tt0031381,158,Gone with the Wind,Gone with the Wind (1939),1939,"https://m.media-amazon.com/images/M/MV5BYjUyZWZkM2UtMzYxYy00ZmQ3LWFmZTQtOGE2YjBkNjA3YWZlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX128_CR0,3,128,176_AL_.jpg","Victor Fleming (dir.), Clark Gable, Vivien Leigh",8.1,315396
tt0434409,159,V for Vendetta,V for Vendetta (2005),2005,"https://m.media-amazon.com/images/M/MV5BOTI5ODc3NzExNV5BMl5BanBnXkFtZTcwNzYxNzQzMw@@._V1_UX128_CR0,3,128,176_AL_.jpg","James McTeigue (dir.), Hugo Weaving, Natalie Portman",8.1,1117090
tt2096673,160,Inside Out,Inside Out (2015),2015,"https://m.media-amazon.com/images/M/MV5BOTgxMDQwMDk0OF5BMl5BanBnXkFtZTgwNjU5OTg2NDE@._V1_UX128_CR0,3,128,176_AL_.jpg","Pete Docter (dir.), Amy Poehler, Bill Hader",8.1,708759
tt0120735,161,"Lock, Stock and Two Smoking Barrels","Lock, Stock and Two Smoking Barrels (1998)",1998,"https://m.media-amazon.com/images/M/MV5BMTAyN2JmZmEtNjAyMy00NzYwLThmY2MtYWQ3OGNhNjExMmM4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX128_CR0,3,128,176_AL_.jpg","Guy Ritchie (dir.), Jason Flemyng, Dexter Fletcher",8.1,580893
tt0046912,162,Dial M for Murder,Dial M for Murder (1954),1954,"https://m.media-amazon.com/images/M/MV5BOWIwODIxYWItZDI4MS00YzhhLWE3MmYtMzlhZDIwOTMzZmE5L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX128_CR0,3,128,176_AL_.jpg","Alfred Hitchcock (dir.), Ray Milland, Grace Kelly",8.1,176141
tt1305806,163,The Secret in Their Eyes,The Secret in Their Eyes (2009),2009,"https://m.media-amazon.com/images/M/MV5BY2FhZGI5M2QtZWFiZS00NjkwLWE4NWQtMzg3ZDZjNjdkYTJiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX128_CR0,3,128,176_AL_.jpg","Juan José Campanella (dir.), Ricardo Darín, Soledad Villamil",8.1,209824
tt0347149,164,Howl's Moving Castle,Howl's Moving Castle (2004),2004,"https://m.media-amazon.com/images/M/MV5BMTY1OTg0MjE3MV5BMl5BanBnXkFtZTcwNTUxMTkyMQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Hayao Miyazaki (dir.), Chieko Baishô, Takuya Kimura",8.1,393122
tt0050212,165,The Bridge on the River Kwai,The Bridge on the River Kwai (1957),1957,"https://m.media-amazon.com/images/M/MV5BOGY5NmNlMmQtYzRlYy00NGQ5LWFkYjYtNzExZmQyMTg0ZDA0XkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_UX128_CR0,3,128,176_AL_.jpg","David Lean (dir.), William Holden, Alec Guinness",8.1,220913
tt5027774,166,"Three Billboards Outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri (2017)",2017,"https://m.media-amazon.com/images/M/MV5BMjI0ODcxNzM1N15BMl5BanBnXkFtZTgwMzIwMTEwNDI@._V1_UX128_CR0,3,128,176_AL_.jpg","Martin McDonagh (dir.), Frances McDormand, Woody Harrelson",8.1,503629
tt0117951,167,Trainspotting,Trainspotting (1996),1996,"https://m.media-amazon.com/images/M/MV5BMzA5Zjc3ZTMtMmU5YS00YTMwLWI4MWUtYTU0YTVmNjVmODZhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX128_CR0,3,128,176_AL_.jpg","Danny Boyle (dir.), Ewan McGregor, Ewen Bremner",8.1,685248
tt1291584,168,Warrior,Warrior (2011),2011,"https://m.media-amazon.com/images/M/MV5BMTk4ODk5MTMyNV5BMl5BanBnXkFtZTcwMDMyNTg0Ng@@._V1_UX128_CR0,3,128,176_AL_.jpg","Gavin O'Connor (dir.), Tom Hardy, Nick Nolte",8.1,471739
tt1205489,169,Gran Torino,Gran Torino (2008),2008,"https://m.media-amazon.com/images/M/MV5BMTc5NTk2OTU1Nl5BMl5BanBnXkFtZTcwMDc3NjAwMg@@._V1_UX128_CR0,3,128,176_AL_.jpg","Clint Eastwood (dir.), Clint Eastwood, Bee Vang",8.1,773729
tt0116282,170,Fargo,Fargo (1996),1996,"https://m.media-amazon.com/images/M/MV5BNDJiZDgyZjctYmRjMS00ZjdkLTkwMTEtNGU1NDg3NDQ0Yzk1XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX128_CR0,3,128,176_AL_.jpg","Joel Coen (dir.), William H. Macy, Frances McDormand",8.1,675914
tt1392214,171,Prisoners,Prisoners (2013),2013,"https://m.media-amazon.com/images/M/MV5BMTg0NTIzMjQ1NV5BMl5BanBnXkFtZTcwNDc3MzM5OQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Denis Villeneuve (dir.), Hugh Jackman, Jake Gyllenhaal",8.1,705273
tt0096283,172,My Neighbor Totoro,My Neighbor Totoro (1988),1988,"https://m.media-amazon.com/images/M/MV5BYzJjMTYyMjQtZDI0My00ZjE2LTkyNGYtOTllNGQxNDMyZjE0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX128_CR0,1,128,176_AL_.jpg","Hayao Miyazaki (dir.), Hitoshi Takagi, Noriko Hidaka",8.1,337734
tt0405159,173,Million Dollar Baby,Million Dollar Baby (2004),2004,"https://m.media-amazon.com/images/M/MV5BMTkxNzA1NDQxOV5BMl5BanBnXkFtZTcwNTkyMTIzMw@@._V1_UX128_CR0,3,128,176_AL_.jpg","Clint Eastwood (dir.), Hilary Swank, Clint Eastwood",8.1,685908
tt0264464,174,Catch Me If You Can,Catch Me If You Can (2002),2002,"https://m.media-amazon.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2._V1_UX128_CR0,3,128,176_AL_.jpg","Steven Spielberg (dir.), Leonardo DiCaprio, Tom Hanks",8.1,972641
tt0015864,175,The Gold Rush,The Gold Rush (1925),1925,"https://m.media-amazon.com/images/M/MV5BZjEyOTE4MzMtNmMzMy00Mzc3LWJlOTQtOGJiNDE0ZmJiOTU4L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY176_CR0,0,128,176_AL_.jpg","Charles Chaplin (dir.), Charles Chaplin, Mack Swain",8.1,111654
tt0118849,176,Children of Heaven,Children of Heaven (1997),1997,"https://m.media-amazon.com/images/M/MV5BZTYwZWQ4ZTQtZWU0MS00N2YwLWEzMDItZWFkZWY0MWVjODVhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX128_CR0,3,128,176_AL_.jpg","Majid Majidi (dir.), Mohammad Amir Naji, Amir Farrokh Hashemian",8.1,75073
tt0083658,177,Blade Runner,Blade Runner (1982),1982,"https://m.media-amazon.com/images/M/MV5BNzQzMzJhZTEtOWM4NS00MTdhLTg0YjgtMjM4MDRkZjUwZDBlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX128_CR0,3,128,176_AL_.jpg","Ridley Scott (dir.), Harrison Ford, Rutger Hauer",8.1,765883
tt0047296,178,On the Waterfront,On the Waterfront (1954),1954,"https://m.media-amazon.com/images/M/MV5BY2I0MWFiZDMtNWQyYy00Njk5LTk3MDktZjZjNTNmZmVkYjkxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX128_CR0,3,128,176_AL_.jpg","Elia Kazan (dir.), Marlon Brando, Karl Malden",8.1,155480
tt2024544,179,12 Years a Slave,12 Years a Slave (2013),2013,"https://m.media-amazon.com/images/M/MV5BMjExMTEzODkyN15BMl5BanBnXkFtZTcwNTU4NTc4OQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Steve McQueen (dir.), Chiwetel Ejiofor, Michael Kenneth Williams",8.1,698650
tt0112471,180,Before Sunrise,Before Sunrise (1995),1995,"https://m.media-amazon.com/images/M/MV5BZDdiZTAwYzAtMDI3Ni00OTRjLTkzN2UtMGE3MDMyZmU4NTU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX128_CR0,3,128,176_AL_.jpg","Richard Linklater (dir.), Ethan Hawke, Julie Delpy",8.1,307352
tt0041959,181,The Third Man,The Third Man (1949),1949,"https://m.media-amazon.com/images/M/MV5BYjE2OTdhMWUtOGJlMy00ZDViLWIzZjgtYjZkZGZmMDZjYmEyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX128_CR0,3,128,176_AL_.jpg","Carol Reed (dir.), Orson Welles, Joseph Cotten",8.1,172002
tt0050986,182,Wild Strawberries,Wild Strawberries (1957),1957,"https://m.media-amazon.com/images/M/MV5BYWQxYzdhMDMtNjAyZC00NzE0LWFjYmQtYjk0YzMyYjA5NzZkXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX128_CR0,3,128,176_AL_.jpg","Ingmar Bergman (dir.), Victor Sjöström, Bibi Andersson",8.1,107661
tt1201607,183,Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Deathly Hallows: Part 2 (2011),2011,"https://m.media-amazon.com/images/M/MV5BMGVmMWNiMDktYjQ0Mi00MWIxLTk0N2UtN2ZlYTdkN2IzNDNlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UX128_CR0,3,128,176_AL_.jpg","David Yates (dir.), Daniel Radcliffe, Emma Watson",8.1,869560
tt0052618,184,Ben-Hur,Ben-Hur (1959),1959,"https://m.media-amazon.com/images/M/MV5BNjgxY2JiZDYtZmMwOC00ZmJjLWJmODUtMTNmNWNmYWI5ODkwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX128_CR0,3,128,176_AL_.jpg","William Wyler (dir.), Charlton Heston, Jack Hawkins",8.1,239479
tt0017925,185,The General,The General (1926),1926,"https://m.media-amazon.com/images/M/MV5BYmRiMDFlYjYtOTMwYy00OGY2LWE0Y2QtYzQxOGNhZmUwNTIxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX128_CR0,3,128,176_AL_.jpg","Clyde Bruckman (dir.), Buster Keaton, Marion Mack",8.1,91722
tt2267998,186,Gone Girl,Gone Girl (2014),2014,"https://m.media-amazon.com/images/M/MV5BMTk0MDQ3MzAzOV5BMl5BanBnXkFtZTgwNzU1NzE3MjE@._V1_UX128_CR0,3,128,176_AL_.jpg","David Fincher (dir.), Ben Affleck, Rosamund Pike",8.1,976112
tt0077416,187,The Deer Hunter,The Deer Hunter (1978),1978,"https://m.media-amazon.com/images/M/MV5BNDhmNTA0ZDMtYjhkNS00NzEzLWIzYTItOGNkMTVmYjE2YmI3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX128_CR0,3,128,176_AL_.jpg","Michael Cimino (dir.), Robert De Niro, Christopher Walken",8.1,339123
tt2278388,188,The Grand Budapest Hotel,The Grand Budapest Hotel (2014),2014,"https://m.media-amazon.com/images/M/MV5BMzM5NjUxOTEyMl5BMl5BanBnXkFtZTgwNjEyMDM0MDE@._V1_UX128_CR0,3,128,176_AL_.jpg","Wes Anderson (dir.), Ralph Fiennes, F. Murray Abraham",8.1,803015
tt0107207,189,In the Name of the Father,In the Name of the Father (1993),1993,"https://m.media-amazon.com/images/M/MV5BMmYyOTgwYWItYmU3Ny00M2E2LTk0NWMtMDVlNmQ0MWZiMTMxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX128_CR0,3,128,176_AL_.jpg","Jim Sheridan (dir.), Daniel Day-Lewis, Pete Postlethwaite",8.1,175273
tt0072684,190,Barry Lyndon,Barry Lyndon (1975),1975,"https://m.media-amazon.com/images/M/MV5BNmY0MWY2NDctZDdmMi00MjA1LTk0ZTQtZDMyZTQ1NTNlYzVjXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX128_CR0,3,128,176_AL_.jpg","Stanley Kubrick (dir.), Ryan O'Neal, Marisa Berenson",8.1,168020
tt0046268,191,The Wages of Fear,The Wages of Fear (1953),1953,"https://m.media-amazon.com/images/M/MV5BMzE2ODNiZGItNGJiZS00MzBkLTgzZDktN2NmZGE0ZWU3N2U5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzI4Nzk0NjY@._V1_UY176_CR0,0,128,176_AL_.jpg","Henri-Georges Clouzot (dir.), Yves Montand, Charles Vanel",8.1,61514
tt0015324,192,Sherlock Jr.,Sherlock Jr. (1924),1924,"https://m.media-amazon.com/images/M/MV5BZWFhOGU5NDctY2Q3YS00Y2VlLWI1NzEtZmIwY2ZiZjY4OTA2XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Buster Keaton (dir.), Buster Keaton, Kathryn McGuire",8.1,50314
tt0031679,193,Mr. Smith Goes to Washington,Mr. Smith Goes to Washington (1939),1939,"https://m.media-amazon.com/images/M/MV5BZTYwYjYxYzgtMDE1Ni00NzU4LWJlMTEtODQ5YmJmMGJhZjI5L2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Frank Capra (dir.), James Stewart, Jean Arthur",8.1,115978
tt2119532,194,Hacksaw Ridge,Hacksaw Ridge (2016),2016,"https://m.media-amazon.com/images/M/MV5BMjQ1NjM3MTUxNV5BMl5BanBnXkFtZTgwMDc5MTY5OTE@._V1_UX128_CR0,3,128,176_AL_.jpg","Mel Gibson (dir.), Andrew Garfield, Sam Worthington",8.1,521355
tt4729430,195,Klaus,Klaus (2019),2019,"https://m.media-amazon.com/images/M/MV5BMWYwOThjM2ItZGYxNy00NTQwLWFlZWEtM2MzM2Q5MmY3NDU5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Sergio Pablos (dir.), Jason Schwartzman, J.K. Simmons",8.1,148304
tt0353969,196,Memories of Murder,Memories of Murder (2003),2003,"https://m.media-amazon.com/images/M/MV5BOGViNTg4YTktYTQ2Ni00MTU0LTk2NWUtMTI4OTc1YTM0NzQ2XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Bong Joon Ho (dir.), Song Kang-ho, Kim Sang-kyung",8.1,183054
tt3011894,197,Wild Tales,Wild Tales (2014),2014,"https://m.media-amazon.com/images/M/MV5BNGQzY2Y0MTgtMDA4OC00NjM3LWI0ZGQtNTJlM2UxZDQxZjI0XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX128_CR0,1,128,176_AL_.jpg","Damián Szifron (dir.), Darío Grandinetti, María Marull",8.1,198282
tt0050976,198,The Seventh Seal,The Seventh Seal (1957),1957,"https://m.media-amazon.com/images/M/MV5BOWM3MmE0OGYtOGVlNC00OWE1LTk5ZTAtYmUwMDIwM2ZlNWJiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX128_CR0,3,128,176_AL_.jpg","Ingmar Bergman (dir.), Max von Sydow, Gunnar Björnstrand",8.1,185406
tt3170832,199,Room,Room (2015),2015,"https://m.media-amazon.com/images/M/MV5BMjE4NzgzNzEwMl5BMl5BanBnXkFtZTgwMTMzMDE0NjE@._V1_UX128_CR0,3,128,176_AL_.jpg","Lenny Abrahamson (dir.), Brie Larson, Jacob Tremblay",8.1,419487
tt1392190,200,Mad Max: Fury Road,Mad Max: Fury Road (2015),2015,"https://m.media-amazon.com/images/M/MV5BN2EwM2I5OWMtMGQyMi00Zjg1LWJkNTctZTdjYTA4OGUwZjMyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX128_CR0,3,128,176_AL_.jpg","George Miller (dir.), Tom Hardy, Charlize Theron",8.1,995474
tt0978762,201,Mary and Max,Mary and Max (2009),2009,"https://m.media-amazon.com/images/M/MV5BMDgzYjQwMDMtNGUzYi00MTRmLWIyMGMtNjE1OGZkNzY2YWIzL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX128_CR0,1,128,176_AL_.jpg","Adam Elliot (dir.), Toni Collette, Philip Seymour Hoffman",8.1,177496
tt0892769,202,How to Train Your Dragon,How to Train Your Dragon (2010),2010,"https://m.media-amazon.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1_UX128_CR0,3,128,176_AL_.jpg","Dean DeBlois (dir.), Jay Baruchel, Gerard Butler",8.1,736752
tt0118715,203,The Big Lebowski,The Big Lebowski (1998),1998,"https://m.media-amazon.com/images/M/MV5BMTQ0NjUzMDMyOF5BMl5BanBnXkFtZTgwODA1OTU0MDE@._V1_UX128_CR0,3,128,176_AL_.jpg","Joel Coen (dir.), Jeff Bridges, John Goodman",8.1,805297
tt0198781,204,"Monsters, Inc.","Monsters, Inc. (2001)",2001,"https://m.media-amazon.com/images/M/MV5BMTY1NTI0ODUyOF5BMl5BanBnXkFtZTgwNTEyNjQ0MDE@._V1_UX128_CR0,3,128,176_AL_.jpg","Pete Docter (dir.), Billy Crystal, John Goodman",8.1,904169
tt0073195,205,Jaws,Jaws (1975),1975,"https://m.media-amazon.com/images/M/MV5BMmVmODY1MzEtYTMwZC00MzNhLWFkNDMtZjAwM2EwODUxZTA5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX128_CR0,3,128,176_AL_.jpg","Steven Spielberg (dir.), Roy Scheider, Robert Shaw",8.1,603857
tt0046438,206,Tokyo Story,Tokyo Story (1953),1953,"https://m.media-amazon.com/images/M/MV5BYWQ4ZTRiODktNjAzZC00Nzg1LTk1YWQtNDFmNDI0NmZiNGIwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX128_CR0,3,128,176_AL_.jpg","Yasujirô Ozu (dir.), Chishû Ryû, Chieko Higashiyama",8.1,62000
tt0019254,207,The Passion of Joan of Arc,The Passion of Joan of Arc (1928),1928,"https://m.media-amazon.com/images/M/MV5BNjBjNDJiYTUtOWY0OS00OGVmLTg2YzctMTE0NzVhODM1ZWJmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX128_CR0,3,128,176_AL_.jpg","Carl Theodor Dreyer (dir.), Maria Falconetti, Eugene Silvain",8.1,55119
tt0097165,208,Dead Poets Society,Dead Poets Society (1989),1989,"https://m.media-amazon.com/images/M/MV5BOGYwYWNjMzgtNGU4ZC00NWQ2LWEwZjUtMzE1Zjc3NjY3YTU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX128_CR0,3,128,176_AL_.jpg","Peter Weir (dir.), Robin Williams, Robert Sean Leonard",8.1,487926
tt0395169,209,Hotel Rwanda,Hotel Rwanda (2004),2004,"https://m.media-amazon.com/images/M/MV5BZGJjYmIzZmQtNWE4Yy00ZGVmLWJkZGEtMzUzNmQ4ZWFlMjRhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX128_CR0,3,128,176_AL_.jpg","Terry George (dir.), Don Cheadle, Sophie Okonedo",8.1,355667
tt1950186,210,Ford v Ferrari,Ford v Ferrari (2019),2019,"https://m.media-amazon.com/images/M/MV5BM2UwMDVmMDItM2I2Yi00NGZmLTk4ZTUtY2JjNTQ3OGQ5ZjM2XkEyXkFqcGdeQXVyMTA1OTYzOTUx._V1_UX128_CR0,3,128,176_AL_.jpg","James Mangold (dir.), Matt Damon, Christian Bale",8.0,388695
tt0075148,211,Rocky,Rocky (1976),1976,"https://m.media-amazon.com/images/M/MV5BNTBkMjg2MjYtYTZjOS00ODQ0LTg0MDEtM2FiNmJmOGU1NGEwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX128_CR0,3,128,176_AL_.jpg","John G. Avildsen (dir.), Sylvester Stallone, Talia Shire",8.0,573476
tt0091763,212,Platoon,Platoon (1986),1986,"https://m.media-amazon.com/images/M/MV5BMzRjZjdlMjQtODVkYS00N2YzLWJlYWYtMGVlN2E5MWEwMWQzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX128_CR0,3,128,176_AL_.jpg","Oliver Stone (dir.), Charlie Sheen, Tom Berenger",8.0,413793
tt0092005,213,Stand by Me,Stand by Me (1986),1986,"https://m.media-amazon.com/images/M/MV5BODJmY2Y2OGQtMDg2My00N2Q3LWJmZTUtYTc2ODBjZDVlNDlhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX128_CR0,3,128,176_AL_.jpg","Rob Reiner (dir.), Wil Wheaton, River Phoenix",8.0,402960
tt0088247,214,The Terminator,The Terminator (1984),1984,"https://m.media-amazon.com/images/M/MV5BYTViNzMxZjEtZGEwNy00MDNiLWIzNGQtZDY2MjQ1OWViZjFmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX128_CR0,3,128,176_AL_.jpg","James Cameron (dir.), Arnold Schwarzenegger, Linda Hamilton",8.0,861049
tt1895587,215,Spotlight,Spotlight (2015),2015,"https://m.media-amazon.com/images/M/MV5BMjIyOTM5OTIzNV5BMl5BanBnXkFtZTgwMDkzODE2NjE@._V1_UX128_CR0,3,128,176_AL_.jpg","Tom McCarthy (dir.), Mark Ruffalo, Michael Keaton",8.0,468620
tt0048473,216,Pather Panchali,Pather Panchali (1955),1955,"https://m.media-amazon.com/images/M/MV5BMmFkNDY5OTktNzY3Yy00OTFlLThhNjktOTRhMmZjZmIxYjAxXkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_UX128_CR0,3,128,176_AL_.jpg","Satyajit Ray (dir.), Kanu Bannerjee, Karuna Bannerjee",8.0,33207
tt3315342,217,Logan,Logan (2017),2017,"https://m.media-amazon.com/images/M/MV5BYzc5MTU4N2EtYTkyMi00NjdhLTg3NWEtMTY4OTEyMzJhZTAzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX128_CR0,3,128,176_AL_.jpg","James Mangold (dir.), Hugh Jackman, Patrick Stewart",8.0,757419
tt1979320,218,Rush,Rush (2013),2013,"https://m.media-amazon.com/images/M/MV5BOWEwODJmZDItYTNmZC00OGM4LThlNDktOTQzZjIzMGQxODA4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX128_CR0,3,128,176_AL_.jpg","Ron Howard (dir.), Daniel Brühl, Chris Hemsworth",8.0,478799
tt0382932,219,Ratatouille,Ratatouille (2007),2007,"https://m.media-amazon.com/images/M/MV5BMTMzODU0NTkxMF5BMl5BanBnXkFtZTcwMjQ4MzMzMw@@._V1_UX128_CR0,3,128,176_AL_.jpg","Brad Bird (dir.), Brad Garrett, Lou Romano",8.0,730866
tt0074958,220,Network,Network (1976),1976,"https://m.media-amazon.com/images/M/MV5BNzY0NjU5ODUtOTAzMC00NTU5LWJkZjctYWMyOWY2MTZmOWM1XkEyXkFqcGdeQXVyMTI3ODAyMzE2._V1_UX128_CR0,3,128,176_AL_.jpg","Sidney Lumet (dir.), Faye Dunaway, William Holden",8.0,159962
tt0758758,221,Into the Wild,Into the Wild (2007),2007,"https://m.media-amazon.com/images/M/MV5BNjQ0ODlhMWUtNmUwMS00YjExLWI4MjQtNjVmMmE2Y2E0MGRmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX128_CR0,3,128,176_AL_.jpg","Sean Penn (dir.), Emile Hirsch, Vince Vaughn",8.0,621973
tt6710474,222,Everything Everywhere All at Once,Everything Everywhere All at Once (2022),2022,"https://m.media-amazon.com/images/M/MV5BYTdiOTIyZTQtNmQ1OS00NjZlLWIyMTgtYzk5Y2M3ZDVmMDk1XkEyXkFqcGdeQXVyMTAzMDg4NzU0._V1_UX128_CR0,3,128,176_AL_.jpg","Dan Kwan (dir.), Michelle Yeoh, Stephanie Hsu",8.0,230058
tt0032138,223,The Wizard of Oz,The Wizard of Oz (1939),1939,"https://m.media-amazon.com/images/M/MV5BNjUyMTc4MDExMV5BMl5BanBnXkFtZTgwNDg0NDIwMjE@._V1_UX128_CR0,3,128,176_AL_.jpg","Victor Fleming (dir.), Judy Garland, Frank Morgan",8.0,398927
tt0381681,224,Before Sunset,Before Sunset (2004),2004,"https://m.media-amazon.com/images/M/MV5BMTQ1MjAwNTM5Ml5BMl5BanBnXkFtZTYwNDM0MTc3._V1_UX128_CR0,3,128,176_AL_.jpg","Richard Linklater (dir.), Ethan Hawke, Julie Delpy",8.0,263877
tt0107048,225,Groundhog Day,Groundhog Day (1993),1993,"https://m.media-amazon.com/images/M/MV5BZWIxNzM5YzQtY2FmMS00Yjc3LWI1ZjUtNGVjMjMzZTIxZTIxXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX128_CR0,3,128,176_AL_.jpg","Harold Ramis (dir.), Bill Murray, Andie MacDowell",8.0,628921
